book_tag,title,book_id,infos,desc,book_url
历史,显微镜下的大明,30414743,马伯庸 / 湖南文艺出版社 / 2019-1 / 52.00元,"★ 马伯庸全新历史纪实作品，一本值得收藏的明朝历史书
★ 六件罕为人知的明代档案，六个尘封已久的民生往事
★ 生动的基层治政手册，于细微处读懂真正的古代中国...",https://book.douban.com/subject/30414743/
历史,"美国四百年


    
       : 冒险、创新与财富塑造的历史",35721558,［美］布·斯里尼瓦桑 / 扈喜林 / 理想国\海南出版社 / 2022-2 / 118.00,"★ 一部创业者书写的美国资本主义兴衰史，以移民视角重述美国历史。
★ 描绘美国各历史阶段的时代“弄潮儿”群像，呈现创业者的抉择、成功与失败。
★ 讲述35个...",https://book.douban.com/subject/35721558/
历史,关羽：由凡入神的历史与想象,35763765,[荷兰]田海 / 王健、尹薇、闫爱萍、屈啸宇 / 新星出版社 / 2022-2 / 78.00元,"★内容介绍
跟随荷兰汉学家，重返历史现场，纵览关羽成神之路。
本书是对关羽崇拜的研究，也是对在书写文化愈来愈重要的世界中口头文化的研究。
219年，关羽败走...",https://book.douban.com/subject/35763765/
历史,"茶叶与帝国


    
       : 口味如何塑造现代世界",35703281,[美] 埃丽卡·拉帕波特 / 宋世锋 / 北京联合出版公司 / 2022-1 / 110.00元,"以茶叶为核心书写全球史，凸显茶叶帝国缔造者的恐惧、幻想和渴望。
茶叶构建了日不落帝国，承载了数百年现代世界全球化贸易的宏大叙事。
★所获奖项
2018年食品...",https://book.douban.com/subject/35703281/
历史,"枪炮、病菌与钢铁


    
       : 人类社会的命运",1813841,[美] 贾雷德·戴蒙德 / 谢延光 / 上海译文出版社 / 2006-4-1 / 45.00元,为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...,https://book.douban.com/subject/1813841/
历史,"万古江河


    
       : 中国历史文化的转折与开展",27591495,许倬云 / 理想国|湖南人民出版社 / 2017-12-1 / 68.00,"★ 与余英时、黄仁宇、杨联陞、何炳棣、张光直比肩的海外华裔史学大家中国通史力作
★ 第三届“文津图书奖”获奖作品
★余英时、姚大力、葛兆光、王子今、许纪霖、...",https://book.douban.com/subject/27591495/
历史,她来自马里乌波尔,35379215,[德]娜塔莎·沃丁 / [德]祁沁雯 / 新星出版社 / 2021-3 / 58.00元,"★内容介绍
“如果你看见过我曾见到的。”母亲总是一再重复这句话。
“亲爱的上帝，请让我感觉她感觉到的，只要一瞬间就好。”多年之后，女儿这么说道。
娜塔莎·沃...",https://book.douban.com/subject/35379215/
历史,"枪炮、病菌与钢铁


    
       : 人类社会的命运",35714810,[美] 贾雷德·戴蒙德 / 王道还、廖月娟 / 中信出版社 / 2022-1 / 89.00元,1997年，在亚力提出那个发人深省的问题25年后，贾雷德·戴蒙德终于有底气写就并出版了这本《枪炮、病菌与钢铁》，一经上市，旋即引起各界激烈争论。它的颠覆性不...,https://book.douban.com/subject/35714810/
历史,"拜占庭的赠礼


    
       : 东罗马帝国对西欧、阿拉伯世界和斯拉夫地区的文化影响",35659989,[英] 科林·韦尔斯 / 周超宇、李达 / 民主与建设出版社 / 2022-1 / 74.00元,"以引人入胜的叙述和较短的篇幅，概述拜占庭帝国对欧洲、阿拉伯世界和斯拉夫世界的文化遗产。
编辑推荐
本书短小精悍，兼具学术性与可读性。
对拜占庭的诸多文化遗产...",https://book.douban.com/subject/35659989/
历史,南明史,6533042,顾诚 / 光明日报出版社 / 2011-8-26 / 88.00元,本书特点是基本上以大顺军、大西军余部及郑成功等民众抗清斗争为主线；贯串全书的脉络是强调历时二十年的抗清斗争失败的主要原因是抗清势力内部矛盾重重，严重分散，抵...,https://book.douban.com/subject/6533042/
历史,中国历代政治得失,10434849,钱穆 / 九州出版社 / 2012-2-1 / 16.00元,1952年春，钱穆先生应有关方面之邀，以“中国历代政治得失”为题进行了五次讲演。《中国历代政治得失)》即是先生根据讲义整理而成，分别从“政府的组织”、“考试...,https://book.douban.com/subject/10434849/
历史,"风雅大宋


    
       : 天下归一",35683023,王佳 / 浙江人民出版社 / 2022-1-1,"《新宋》作者阿越作序，贾平凹、阿来、陈彦、徐则臣联袂推荐
以轻松舒畅的笔触，探寻了南北两宋皇帝、士人以及武将各类人群的精神世界，重点在凸显人性和个性。宋朝“...",https://book.douban.com/subject/35683023/
历史,"人类简史


    
       : 从动物到上帝",26953606,[以] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2017-2-1 / 68.00元,"【内容简介】
十万年前，地球上至少有六种不同的人，
但今日，世界舞台为什么只剩下我们自己？
从只能啃食虎狼吃剩残骨的猿人，到跃居食物链顶端的智人，
从雪维洞...",https://book.douban.com/subject/26953606/
历史,"中国通史


    
       : 民国以来畅销不衰的国史经典读本",26771878,吕思勉 / 群言出版社 / 2016-2-1 / CNY 45.00,这部《中国通史》是抗日战争时期上海成为“孤岛”的时候，吕思勉先生为适应当时大学教学的需要而编写的。全书分为上下两册，上册是中国文化史，借鉴古代史书的典制体，...,https://book.douban.com/subject/26771878/
历史,"舍不得看完的中国史


    
       : 秦并天下",35194194,渤海小吏 / 台海出版社 / 2020-9-1 / 60元,在我们的记忆里，所有对历史的记忆，归根结底都是战争。所有的兴衰、偶然、动机、谋略、经济、天灾，在万事俱备下导演出了这一场场改变历史的战争；也是这一场场的战争...,https://book.douban.com/subject/35194194/
历史,"筚路维艰


    
       : 中国社会主义路径的五次选择",26171466,萧冬连 / 社会科学文献出版社 / 2014-10-1 / 45.00元,本书以简明清晰的文字对当代中国的历史轨迹做了逻辑梳理。作者认为，从执政党的建国方略、发展模式和基本政策角度考察，中国社会主义的实践路径经历了从实行新民主主义...,https://book.douban.com/subject/26171466/
历史,切尔诺贝利的午夜,35325887,[英] 亚当·希金博特姆 / 鲁伊 / 广西师范大学出版社 / 2021-3 / 78.00元,"【编辑推荐】
★著名读书网站Goodreads近30000人打出4.38高分，盛赞“《切尔诺贝利的午夜》是你能读到的最好的非虚构书籍之一”。
.
★普利策奖...",https://book.douban.com/subject/35325887/
历史,"德累斯顿


    
       : 一座城市的毁灭与重生",35729328,[英] 辛克莱·麦凯 / 张祝馨 / 文汇出版社 / 2022-2 / 78,"◎ 编辑推荐
★冯内古特《五号屠场》原型，丘吉尔缄口不提的敏感事件，广受争议的盟军轰炸行动
战争结束在即，德累斯顿是合理的军事目标吗？如果说摧毁德累斯顿是犯...",https://book.douban.com/subject/35729328/
历史,苏联解体亲历记,30246943,[美] 小杰克·F. 马特洛克 / 张敏谦 等 / 上海三联书店 / 2021-12 / 158.00元,"关于苏联的崩溃，除了苏共政治局委员，或许没有人能够给出比马特洛克更为权威的叙述。——《科克斯评论》
·
★一部记录与剖析世纪剧变的重磅启示录：一个超级大国如...",https://book.douban.com/subject/30246943/
历史,"南京大屠杀


    
       : 第二次世界大战中被遗忘的大浩劫",26545308,[美]张纯如（Iris Chang） / 谭春霞、焦国林 / 中信出版社 / 2015-8 / 49.00元,"1937年12月，日军攻入中国古都南京。几周之内，30多万中国平民和士兵遭到有计划地强暴、折磨和屠杀——死亡人数超过广岛和长崎原子弹爆炸遇难人数的总和。
张...",https://book.douban.com/subject/26545308/
历史,战国歧途,33436921,刘勃 / 百花文艺出版社 / 2019-5-1 / 32,本书所述自韩、赵、魏三家分晋到秦始皇统一六国的战国历史。作者以《史记》《资治通鉴》《战国策》等史籍为底本，并结合新近考古资料，以年代为经，以国别为纬，考察了...,https://book.douban.com/subject/33436921/
历史,"重走


    
       : 在公路、河流和驿道上寻找西南联大",35436901,杨潇 / 上海文艺出版社 / 2021-5 / 98.00元,《重走：在公路、河流和驿道上寻找西南联大》是青年作者杨潇的新作，也是单读出版推出的首部长篇非虚构作品，关于一个不无困惑的写作者徒步重走西南联大西迁路的故事。...,https://book.douban.com/subject/35436901/
历史,"与屠刀为邻


    
       : 幸存者、刽子手与卢旺达大屠杀的记忆",35716424,[法]让·哈茨菲尔德 / 龙云、孙旋 / 北京日报出版社 / 2022-3 / 118.00元,"★ 关于卢旺达大屠杀的经典作品，屡获国际殊荣和读者赞誉
★持续十四年实地调查，关注屠杀惨剧的第一现场和劫后余波
★集合数十位当事人的口述文字，同时记录受害者...",https://book.douban.com/subject/35716424/
历史,失败者的春秋,34431806,刘勃 / 百花文艺出版社 / 2019-6 / 38.00,"本书是刘勃继《战国歧途》后的新作，依然关注古老中国的青春时代。
春秋是礼崩乐坏的时代。以周天子为中心的分封制难以为继，新的集权制度亦未建立。
春秋是承前启后...",https://book.douban.com/subject/34431806/
历史,"历史的温度


    
       : 寻找历史背面的故事、热血和真性情",27093233,张玮 / 有2017年10月9印本 / 中信出版社 / 2017-8 / 49.00,历史是万花筒，每个人看到的不同，每个角度看到的也不同。有的人看到了残酷，有的人看到了温情。有的人看到了杀戮，有的人看到了救赎。有的人看见了别人，有的人看见了...,https://book.douban.com/subject/27093233/
历史,大话中国艺术史,35747488,意公子 / 海南出版社 / 2022-2 / 118.00,"◆句句有梗，一口气读完10000年中国艺术史
◆2020年热门艺术书籍《大话西方艺术史》姐妹篇，这本句句有梗的极简艺术史又来了！
◆作者多次预告，读者翘首以...",https://book.douban.com/subject/35747488/
历史,"宋太宗


    
       : 阴影下的帝王",35720041,张其凡 / 广东人民出版社 / 2022-3-31 / 88.00元,"【编辑推荐】
★宋史研究权威张其凡教授核心著作；
★揭开太宗继位的重重迷雾；
★站在两宋历史格局上，重新评价太宗的历史功过；
★虞云国、戴仁柱、何冠环、王瑞...",https://book.douban.com/subject/35720041/
历史,"历史的温度6


    
       : 站在十字路口",35699272,张玮 / 中信出版集团 / 2021-12-20 / 68,"正在发生的事，很快会成为历史。已经成为历史的事，往往会出现在未来。
蔡元培，在中国近代风云际会的舞台上，为何能一直做到言行合一？
辜鸿铭，一代“狂儒”，又有...",https://book.douban.com/subject/35699272/
历史,"潜规则（修订版）


    
       : 中国历史中的真实游戏",3580750,吴思 / 复旦大学出版社 / 2009-2 / 28.00,这部以历史为解读对象的著作中，作者以亦雅亦俗、亦庄亦谐的写作方式，叙述了历史上值得人们思考的大大小小的无数案例，在生动、有趣地讲述官场故事的同时，作者透过历...,https://book.douban.com/subject/3580750/
历史,"奶酪与蛆虫


    
       : 一个16世纪磨坊主的宇宙",35470123,[意]卡洛·金茨堡 / 鲁伊 / 理想国｜广西师范大学出版社 / 2021-7 / 75.00元,多梅尼科•斯坎代拉，一位普通的磨坊主，生活于16世纪意大利东北的弗留利地区。他能读会写，读过《十日谈》、意大利本国语言版《圣经》和曼德维尔游记之类的书，也能...,https://book.douban.com/subject/35470123/
历史,魏晋之际的政治权力与家族网络,26377063,仇鹿鸣 / 上海古籍出版社 / 2015-6-1 / 76.00元,对魏晋之际的诸种研究，大体是站在陈寅恪先生相关论述的延长线上加以发展、修正，运用政治集团学说所具有的利弊在这一时段的研究中也有充分的体现。自从1980年代以...,https://book.douban.com/subject/26377063/
历史,秋园,34998019,杨本芬 / 北京联合出版公司 / 2020-6 / 38.00元,"听八旬奶奶讲述她和妈妈的故事。
1914年，世上有了“秋园”这个人。1918年，汉语有了“她”这个字。秋园，她来过，挣扎过，绝望过，幸福过。今天，她80岁的...",https://book.douban.com/subject/34998019/
历史,"民族的重建


    
       : 波兰、乌克兰、立陶宛、白俄罗斯：1569-1999",33446823,[美]蒂莫西·斯奈德 / 潘梦琦 / 南京大学出版社 / 2020-1 / 68.00元,"◎2003年美国历史学会乔治·路易斯·比尔奖、2003年东部书评奖、2004年美国学会乌克兰研究图书奖 获奖作品
◎知名政治思想史学者塞缪尔·P. 亨廷顿，...",https://book.douban.com/subject/33446823/
历史,"早期中国


    
       : 社会与文化史",35556952,李峰 / 刘晓霞 / 生活·读书·新知三联书店 / 2022-3 / 128.00元,本书以“早期中国”的视角，尝试描述和解释从文明起源至公元220年东汉灭亡的历史，并将此段历史放在一个比较的脉络中，思考国家形成、书写的起源、官僚组织、法律和...,https://book.douban.com/subject/35556952/
历史,"天朝的崩溃


    
       : 鸦片战争再研究",1675478,茅海建 / 生活·读书·新知三联书店 / 2005-7 / 32.00元,《天朝的崩溃》是作者系统研究鸦片战争十余年所得的成果。作者详尽考订了与战争相关的一系列重要史实，力图以当时的道德观念、思维方式与行为规范去理解历史，使许多在...,https://book.douban.com/subject/1675478/
历史,"法兰西的陷落


    
       : 1940纳粹入侵",35763835,[英] 朱利安·杰克逊 / 魏本超 / 广东人民出版社 / 2022-2-15 / 78.00元,"【编辑推荐】
★沃尔夫森历史奖得奖作品；
★法国史权威朱利安·杰克逊代表作；
★军备、军力、统帅、战略，多角度解读德法军事力量；
★深度剖析法国战前社会、政...",https://book.douban.com/subject/35763835/
历史,國史大綱（上下）,1046492,錢穆 / 商务印书馆 / 2013-8 / 76.00元,這是一部中國通史，因用大學教科書體例寫成，不得不力求簡要，僅舉大納，刪其瑣節。內容於學術思想，政治制度，社會風氣，國際形勢，兼有顧及，惟但求其通為一體，明其...,https://book.douban.com/subject/1046492/
历史,司马迁的记忆之野,35230273,刘勃 / 百花文艺出版社 / 2020-11 / 38.00元,"★打捞《史记》中消失的《今上本纪》，追寻汉武盛世的真实面貌
★还原司马迁作为历史见证人的视角，看尽大时代中的个人命运
★刘勃最新作品，论文般的历史考据，侦探...",https://book.douban.com/subject/35230273/
历史,亡明讲史,35736992,台静农 / 广西师范大学出版社 / 2022-3 / 76.00元,新文学的燃灯人——台静农最后一部小说作品，讲述明清易代之际一段天崩地解的史事。一部写于抗战时期的危机之作。手稿藏于书斋八十余载，于本世纪初被发现，今首次出版...,https://book.douban.com/subject/35736992/
历史,"中国古代文化常识


    
       : 插图修订第4版",26021455,王力 主编、马汉麟 等执笔、姜亮夫 叶圣陶 等审校、刘乐园 修订 / 北京联合出版公司 / 2014-11 / 60.00元,"◎编辑推荐

你知道武王克商的繁复真相么？你知道我们所能见到的有关猫的最早实物么？你知道知名的司母戊鼎有一个假耳朵么？你知道孟姜女姓姜不姓孟么？你知道汉代穿...",https://book.douban.com/subject/26021455/
历史,"走出帝国


    
       : 王清福的故事",35771792,[美] 苏思纲 / 卢欣渝 / 上海文化出版社 / 2022-3 / 86.00元,"汹涌的排华浪潮中，他孤身鏖战，誓死捍卫中国人的尊严。
★编辑推荐
◎ 哪有什么与生俱来的权利，沉默换不到公平，唯有抗争才能赢得尊重！
◎ 在美国汹涌的排华浪...",https://book.douban.com/subject/35771792/
历史,"奥斯维辛


    
       : 一部历史",26861418,[英] 劳伦斯·里斯 / 刘爽 / 广西师范大学出版社 / 2016-9 / 64.00元,"有奥斯维辛，就不能有上帝的存在。——普里莫•莱维
无论我在思考什么，总要思考奥斯维辛。感谢那些要求、甚至逼迫我们讲述一切的人，因为他们想听到、想知道发生在奥...",https://book.douban.com/subject/26861418/
历史,"汴京之围


    
       : 北宋末年的外交、战争和人",34433981,郭建龙 / 天地出版社 / 2019-7 / 78.00元,本书追溯北宋末年靖康之难的完整历史细节，讲述宋、辽、金三方的和与战，聚焦北宋历史大变局的关键时刻，以及帝国由内而外全局性危局大爆发的前因后果。北宋宣和年间，...,https://book.douban.com/subject/34433981/
历史,"棉花帝国


    
       : 一部资本主义全球史",30411849,[美]斯文·贝克特 / 徐轶杰、杨燕 / 民主与建设出版社 / 2019-3 / 118.00元,"2015年班克罗夫特奖获奖作品，王希、仲伟民、李伯重联袂推荐！
以棉花工业联动六大洲的历史描述资本主义全球化的进程，
提出“战争资本主义”概念，颠覆“自由资...",https://book.douban.com/subject/30411849/
历史,清朝与中华传统文化,35722743,[美] 司马富 / 张安琪、荆晨、康海源 / 后浪 | 九州出版社 / 2022-2 / 92.00元,"郑小悠、罗威廉推荐
一部关于清朝的百科全书
★编辑推荐
◎关于清朝的百科全书。全书囊括清朝的历史沿革、政治秩序、经济制度、社会生活、语言思想、宗教艺术、文学...",https://book.douban.com/subject/35722743/
历史,"昨日的世界


    
       : 一个欧洲人的回忆",27615361,[奥]茨威格 / 徐友敬等 / 上海译文出版社 / 2018-7 / 49.00元,"《昨日的世界》是奥地利作家斯特凡•茨威格创作的自传体文学作品,写于1939年至1941年间，是茨威格在临终前被迫流亡的日子里完成的。在茨威格离世以后，于19...",https://book.douban.com/subject/27615361/
历史,你一定爱读的极简欧洲史,5366248,[澳]约翰·赫斯特（John Hirst） / 席玉苹 / 广西师范大学出版社 / 2011-11 / 25.00元,"“欧洲，为什么老是抢第一？”澳大利亚知名历史学家约翰•赫斯特在本书中的一场引人入胜的探索，为我们梳理出欧洲文明所以能改变全世界的各种特质。
作者从三大元素：...",https://book.douban.com/subject/5366248/
历史,"人类群星闪耀时


    
       : 十四篇历史特写",34434342,[奥]斯蒂芬·茨威格 / 姜乙 / 上海文艺出版社 / 2019-7 / 49.00元,"当改变命运的时刻降临，犹豫就会败北！
《悉达多》译者姜乙三年打磨，重磅推出的全新译作
“传记之王”斯蒂芬·茨威格代表作品，德文直译无删节版
十四篇历史特写，...",https://book.douban.com/subject/34434342/
历史,"简读中国史


    
       : 世界史坐标下的中国",34501169,张宏杰 / 岳麓书社 / 2019-8 / 58.00元,中华文明从来不是孤立发展的，自它产生的那一刻起，就受到世界其他文明因素的影响。但这些外来因素并未改变中华文明的本质，反而更彰显出了中华文明的独特性。本书将中...,https://book.douban.com/subject/34501169/
历史,"第三帝国的到来


    
       : 第三帝国三部曲01",34928222,[英] 理查德·J. 埃文斯 / 赖丽薇 / 九州出版社 / 2020-2 / 145.00元,德国在一战前曾是欧洲最富裕、最强大的经济体，反犹主义在政治中明显处于边缘地位。然而，起初只是一群极端分子和恶棍的纳粹党人，在数年之中就把德国变成了一党独裁的...,https://book.douban.com/subject/34928222/
历史,万历十五年（经典版）,25893465,黄仁宇 / 中华书局 / 2014-9 / 59.00元,万历十五年，亦即公元1587年，在西欧历史上为西班牙舰队全部出动征英的前一年；而在中国，在这平平淡淡的一年中，发生了若干为历史学家所易于忽视的事件。这些事件...,https://book.douban.com/subject/25893465/
历史,大转折,35750270,[英] 马克·莱文森 / 多绥婷 / 民主与建设出版社 / 2022-3 / 62.00元,"1973年经济危机何以成为当今世界秩序的起源？
比尔•盖茨盛赞的经济史家马克•莱文森重磅新作
解密繁荣为何不可持续，美国因何不能“再次伟大”
◎ 编辑推荐
...",https://book.douban.com/subject/35750270/
历史,"中国通史（上下册）


    
       : 上下册",25986743,傅乐成 / 中信出版社 / 2014-10 / 78.00,傅乐成撰写的《中国通史》一书，在台湾史学界影响颇大，日本史学界评价他“为一不可忽视的史学家”。《中国通史》2010年在大陆首次出版，著名史学家许倬云先生写序...,https://book.douban.com/subject/25986743/
历史,红星照耀中国,26820347,[美] 埃德加·斯诺埃 / 董乐山 / 人民文学出版社 / 2016-6 / 43.00元,《红星照耀中国》（曾译《西行漫记》）自1937年初版以来，畅销至今，而董乐山译本已经是今天了解中国工农红军的经典读本。本书真实记录了斯诺自1936年6月至1...,https://book.douban.com/subject/26820347/
历史,"诸神的黄昏


    
       : 1944—1945，从莱特湾战役到日本投降",35620036,[美]伊恩·托尔 / 谭星 / 中信出版集团 / 2021-12 / 158,"1944年6月的菲律宾海战役后，盟军在太平洋战争中占据了绝对主动。为了减少伤亡和速战速决，美国人绞尽脑汁，而日军考虑的却只是如何“光荣赴死”。
在“七生报国...",https://book.douban.com/subject/35620036/
历史,"野蛮大陆


    
       : 第二次世界大战后的欧洲",26354440,[英] 基思·罗威 / 黎英亮 / 社会科学文献出版社 / 2015-7 / 72.00元,"《星期日泰晤士报》十佳畅销书
荣获英国笔会/赫塞尔-提尔曼历史图书奖
立足于八种语言的原始档案、访谈记录、学术著作，《野蛮大陆》如同一扇窗户，让我们得以窥见...",https://book.douban.com/subject/26354440/
历史,"小天命


    
       : 生祠与明代政治",35763836,[美]施珊珊 / 邵长财 / 广东人民出版社 / 2022-2-15 / 78.00元,"【编辑推荐】
★民与官的博弈、地方与中央的对抗，一部“自下而上”的明朝政治史；
★由生祠切入，描绘专制皇权下，明朝真实而复杂的政治生态；
★从大量碑文、方志...",https://book.douban.com/subject/35763836/
历史,"荒野上的大师


    
       : 中国考古百年纪",35737208,张泉 / 广西师范大学出版社 / 2022-3 / 69.00元,"【编辑推荐】
★“中研院”副院长、史语所原所长 黄进兴 作序推荐
作为资深媒体人，张泉尊重历史， 持论公允，擅长以深入浅出的方式把遥远的历史传递给公众。
《...",https://book.douban.com/subject/35737208/
